pl_hostname,pl_pnum,st_optmag,gaia_gmag,st_teff,st_mass,st_rad
Kepler-557,1,14.641,14.639,6068,1.11,1.16
Kepler-558,1,14.805,14.954,5242,0.85,0.81
Kepler-559,1,14.743,14.742,5630,0.96,0.95
Kepler-560,1,14.708,14.751,3556,0.34,0.33
Kepler-562,1,14.794,14.743,5575,0.93,0.9
Kepler-563,1,14.767,14.739,5066,0.8,0.77
Kepler-564,1,14.749,14.719,5626,0.95,0.92
Kepler-565,1,15,,5735,0.98,0.95
Kepler-566,1,14.958,14.964,5132,0.83,0.79
Kepler-567,1,14.687,14.669,5148,0.84,0.79
Kepler-568,1,14.273,14.251,3768,0.55,0.53
Kepler-569,1,14.106,14.082,5616,0.95,0.93
Kepler-570,1,14.332,14.329,5496,0.93,0.9
Kepler-571,1,14.675,14.654,5527,0.93,0.9
Kepler-572,1,14.472,14.485,5212,0.83,0.79
Kepler-573,1,14.118,14.136,5746,0.99,1.02
Kepler-574,1,14.528,14.539,5612,0.95,0.91
Kepler-575,1,14.72,14.712,5710,0.97,0.95
Kepler-576,1,14.424,14.382,5672,0.99,0.97
Kepler-577,1,14.885,14.937,4984,0.78,0.73
Kepler-578,1,14.411,14.411,5334,0.87,0.83
Kepler-579,1,14.272,14.246,5636,0.99,0.96
Kepler-580,1,15,14.95,4298,0.67,0.64
Kepler-581,1,14.56,14.53,5772,1,1
Kepler-582,1,14.915,14.913,5564,0.93,0.91
Kepler-583,1,14.825,14.798,5523,0.94,0.91
Kepler-584,1,14.856,14.814,6195,1.17,1.24
Kepler-585,1,14.034,14.017,5593,0.96,0.93
Kepler-586,1,14.427,14.412,5575,0.94,0.92
Kepler-587,1,14.909,14.866,5549,0.92,0.89
Kepler-588,1,14.708,14.681,5835,1.01,1
Kepler-589,1,14.68,14.661,5296,0.88,0.83
Kepler-590,1,14.434,14.417,6000,1.1,1.15
Kepler-591,1,14.499,14.461,5677,0.97,0.94
Kepler-592,1,14.665,14.628,5913,1.04,1.04
Kepler-593,1,14.56,14.499,5967,1.08,1.1
Kepler-594,1,14.748,14.756,5485,0.91,0.87
Kepler-595,1,14.773,14.763,5247,0.87,0.83
Kepler-596,1,14.02,14.014,6267,1.21,1.32
Kepler-597,1,14.07,14.018,5683,0.97,0.95
Kepler-598,1,14.759,14.721,5307,0.87,0.86
Kepler-599,1,14.97,14.948,5127,0.83,0.79
Kepler-6,1,13.303,13.171,5647,1.21,1.39
Kepler-600,1,14.721,14.701,5279,0.84,0.81
Kepler-601,1,14.005,14.001,5160,0.85,0.79
Kepler-602,1,14.519,14.478,6062,1.08,1.13
Kepler-604,1,14.718,14.68,5890,1.02,1.03
Kepler-606,1,14.686,14.664,6161,1.13,1.22
Kepler-607,1,14.405,14.375,5196,0.84,0.8
Kepler-608,1,14.684,14.657,5820,1,1.01
Kepler-609,1,14.856,14.804,5971,1.09,1.14
Kepler-61,1,14.995,15.043,4017,0.64,0.62
Kepler-611,1,14.573,14.572,5761,1.01,1.01
Kepler-612,1,14.911,14.91,5693,0.98,0.96
Kepler-613,1,14.608,14.589,5723,0.98,0.96
Kepler-614,1,14.574,14.544,5268,0.85,0.81
Kepler-615,1,14.337,14.349,4655,0.73,0.69
Kepler-617,1,14.818,14.828,3712,0.51,0.48
Kepler-618,1,14.827,14.804,5860,1.05,1.08
Kepler-620,1,14.647,14.638,6155,1.15,1.22
Kepler-621,1,14.915,14.896,4521,0.72,0.68
Kepler-622,1,14.672,14.652,4201,0.64,0.61
Kepler-623,1,14.959,14.963,5443,0.9,0.86
Kepler-624,1,13.49,13.457,6117,1.1,1.18
Kepler-626,1,13.946,13.943,5813,1.01,1.05
Kepler-627,1,13.949,13.949,6424,1.3,1.49
Kepler-628,1,13.398,13.056,5721,1,1.28
Kepler-629,1,13.359,13.358,5444,0.93,0.84
Kepler-63,1,12.02,11.535,5576,0.98,0.9
Kepler-630,1,13.871,13.852,5829,1.02,1.04
Kepler-631,1,13.5,13.493,6185,1.24,1.33
Kepler-632,1,13.332,,5322,0.91,0.84
Kepler-633,1,13.716,,5899,1.02,1.15
Kepler-634,1,13.55,13.492,6075,1.03,1.24
Kepler-635,1,13.31,13.264,6174,1.33,1.51
Kepler-636,1,13.653,,5203,0.85,0.8
Kepler-637,1,13.413,13.329,6096,1.64,2.56
Kepler-638,1,13.532,13.519,5382,0.88,0.93
Kepler-639,1,13.336,13.269,5896,1.14,1.29
Kepler-640,1,13.721,13.687,5653,1.01,0.94
Kepler-641,1,13.774,13.763,5713,1.02,1.13
Kepler-642,1,13.343,13.295,6570,1.4,1.66
Kepler-643,1,13.781,13.769,4908,1,2.52
Kepler-644,1,13.949,13.96,6747,1.49,1.81
Kepler-645,1,13.992,14.031,6170,1.13,1.21
Kepler-646,1,13.766,13.765,5634,0.93,0.91
Kepler-647,1,13.965,13.935,6020,1.03,1.07
Kepler-648,1,13.939,13.915,5741,1.05,0.98
Kepler-649,1,13.437,13.394,5871,0.97,0.94
Kepler-650,1,13.684,14.124,5849,1.08,1.35
Kepler-651,1,13.94,13.962,5522,0.92,0.87
Kepler-652,1,13.393,13.435,5490,0.97,0.88
Kepler-654,1,13.645,13.661,5865,1.04,1.11
Kepler-655,1,13.489,13.464,6170,1.15,1.24
Kepler-656,1,15.342,15.337,5281,0.86,0.82
Kepler-657,1,15.344,15.319,5808,1.01,1.01
Kepler-658,1,15.488,15.491,4103,0.63,0.6
Kepler-659,1,15.556,15.566,4870,0.79,0.74
Kepler-66,1,15.3,15.147,5962,1.04,0.97
Kepler-660,1,15.302,15.264,4779,0.75,0.71
Kepler-661,1,15.784,15.8,4483,0.7,0.67
Kepler-662,1,15.377,15.374,4897,0.79,0.74
Kepler-663,1,15.861,15.869,5264,0.86,0.82
Kepler-664,1,15.509,15.499,5754,1.01,1.02
Kepler-665,1,15.39,15.402,4913,0.79,0.74
Kepler-666,1,15.395,15.341,5887,1.03,1.05
Kepler-667,1,15.4,15.362,5327,0.91,0.87
Kepler-668,1,15.317,15.293,5352,0.87,0.82
Kepler-669,1,15.506,15.482,6038,1.15,1.2
Kepler-67,1,16.4,16.172,5331,0.86,0.78
Kepler-670,1,15.052,15.027,5709,0.99,0.99
Kepler-671,1,15.356,15.358,5624,0.97,0.95
Kepler-672,1,15.172,15.131,5627,0.95,0.92
Kepler-673,1,15.523,15.506,5355,0.88,0.84
Kepler-674,1,15.135,15.127,4192,0.6,0.57
Kepler-675,1,15.334,15.336,4945,0.79,0.75
Kepler-676,1,15.937,15.879,3701,0.51,0.49
Kepler-677,1,15.312,15.297,5723,1,0.99
Kepler-678,1,15.08,15.061,5520,0.94,0.91
Kepler-679,1,15.505,15.529,5403,0.87,0.84
Kepler-680,1,15.242,15.215,5890,1.08,1.11
Kepler-681,1,15.234,15.227,5021,0.8,0.76
Kepler-682,1,15.14,15.117,5559,0.92,0.89
Kepler-683,1,15.026,15.001,5703,0.96,0.95
Kepler-684,1,15.591,15.579,5493,0.89,0.86
Kepler-685,1,15.001,15.019,5963,1.11,1.16
Kepler-686,1,15.53,15.524,5649,0.94,0.92
Kepler-687,1,15.398,15.394,4841,0.77,0.73
Kepler-688,1,15.725,15.732,5715,0.98,0.96
Kepler-689,1,15.583,15.592,5518,0.91,0.88
Kepler-690,1,15.67,15.672,5913,1.11,1.16
Kepler-691,1,15.877,15.838,3715,0.53,0.5
Kepler-692,1,15.54,15.55,5440,0.9,0.86
Kepler-693,1,16.422,16.414,4881,0.76,0.72
Kepler-694,1,15.09,15.086,5700,0.97,0.95
Kepler-695,1,15.028,15.113,5181,0.84,0.8
Kepler-696,1,15.27,15.239,5903,1.06,1.08
Kepler-697,1,15.581,15.546,5513,0.92,0.88
Kepler-698,1,15.447,15.432,5612,0.94,0.91
Kepler-699,1,15.482,15.474,5330,0.81,0.78
Kepler-7,1,12.885,12.865,5933,1.36,1.97
Kepler-700,1,15.201,15.192,5692,0.98,0.96
Kepler-701,1,15.018,14.968,5343,0.88,0.84
Kepler-702,1,15.305,15.31,5419,0.9,0.86
Kepler-703,1,15.287,15.253,6185,1.18,1.27
Kepler-704,1,15.257,15.249,5616,0.97,0.96
Kepler-705,1,15.849,15.852,3722,0.53,0.51
Kepler-706,1,15.196,15.166,5394,0.87,0.84
Kepler-707,1,15.001,14.997,5099,0.8,0.76
Kepler-708,1,15.533,15.508,5692,0.97,0.96
Kepler-709,1,15.219,15.197,5071,0.8,0.77
Kepler-710,1,15.024,15.011,5611,0.94,0.91
Kepler-711,1,15.316,15.329,5222,0.84,0.8
Kepler-713,1,15.031,15.019,5785,0.98,0.99
Kepler-714,1,15.261,15.241,5995,1.09,1.12
Kepler-715,1,15.063,15.033,5871,1.04,1.04
Kepler-716,1,15.193,15.156,5099,0.83,0.78
Kepler-717,1,15.662,15.624,5485,0.88,0.85
Kepler-718,1,15.257,15.246,6191,1.18,1.3
Kepler-719,1,15.813,15.904,5777,0.99,0.98
Kepler-720,1,15.113,15.164,5618,0.95,0.92
Kepler-721,1,15.651,15.643,5075,0.82,0.78
Kepler-723,1,15.198,15.201,5539,0.92,0.89
Kepler-724,1,15.142,15.121,5437,0.9,0.86
Kepler-725,1,15.011,14.993,5363,0.88,0.84
Kepler-726,1,15.067,15.035,5452,0.88,0.85
Kepler-727,1,15.365,15.352,5441,0.89,0.86
Kepler-728,1,15.543,15.525,5660,0.95,0.93
Kepler-729,1,15.603,15.547,5633,0.94,0.91
Kepler-731,1,15.272,15.285,5849,1.03,1.06
Kepler-733,1,15.412,15.395,5418,0.9,0.86
Kepler-734,1,15.017,14.412,5326,0.85,0.78
Kepler-735,1,15.386,15.385,5107,0.85,0.8
Kepler-736,1,15.733,15.742,5217,0.86,0.81
Kepler-737,1,15.19,15.146,3813,0.51,0.48
Kepler-738,1,15.598,15.591,5327,0.86,0.82
Kepler-739,1,15.485,15.453,5601,0.93,0.9
Kepler-74,1,14.23,14.365,6000,1.18,1.12
Kepler-740,1,15.954,15.923,5438,0.91,0.87
Kepler-741,1,15.067,15.046,6129,1.16,1.24
Kepler-742,1,15.223,15.172,4642,0.76,0.71
Kepler-743,1,12.55,12.541,5486,0.94,0.85
Kepler-744,1,13.581,13.584,5594,0.94,0.93
Kepler-745,1,15.214,15.163,5849,1.04,1.04
Kepler-746,1,13.615,13.611,5418,0.91,0.93
Kepler-747,1,15.703,15.724,5096,0.82,0.78
Kepler-748,1,15.242,15.219,5934,1.07,1.1
Kepler-749,1,15.759,15.773,5009,0.79,0.75
Kepler-75,1,15.264,15.179,5200,0.91,0.89
Kepler-751,1,15.007,14.98,5387,0.87,0.84
Kepler-752,1,15.762,15.719,5373,0.87,0.83
Kepler-753,1,14.496,14.475,4346,0.68,0.65
Kepler-754,1,15.16,15.126,5935,1.06,1.08
Kepler-756,1,15.376,15.391,5282,0.82,0.79
Kepler-757,1,14.803,14.764,6014,1.08,1.13
Kepler-759,1,14.502,14.787,5860,1.04,1.04
Kepler-76,1,13.308,13.276,6409,1.2,1.32
Kepler-761,1,14.743,14.709,5706,0.95,0.93
Kepler-762,1,15.439,15.427,5944,1.06,1.08
Kepler-763,1,15.692,15.682,5166,0.84,0.8
Kepler-764,1,15.302,15.3,5557,0.92,0.89
Kepler-765,1,14.609,14.6,5901,1.05,1.06
Kepler-766,1,15.678,15.648,5992,1.1,1.15
Kepler-767,1,15.435,15.418,5694,0.96,0.94
Kepler-768,1,15.681,15.723,5108,0.82,0.78
Kepler-77,1,13.938,13.917,5520,0.95,0.99
Kepler-771,1,14.794,14.746,5906,1.03,1.05
Kepler-772,1,13.974,13.956,5714,0.98,1.11
Kepler-773,1,13.333,13.28,5850,1.04,1.01
Kepler-774,1,12.808,12.77,6403,1.57,2.42
Kepler-775,1,13.507,13.467,5468,0.92,0.84
Kepler-776,1,15.456,15.42,5071,0.83,0.78
Kepler-777,1,15.95,15.94,4043,0.58,0.56
Kepler-778,1,15.764,15.751,5102,0.81,0.77
Kepler-779,1,15.649,15.634,3804,0.46,0.44
Kepler-78,1,11.551,11.529,5089,0.84,0.75
Kepler-780,1,13.326,13.339,5769,1.01,1.02
Kepler-781,1,15.987,15.951,5162,0.81,0.78
Kepler-782,1,12.783,12.73,5867,0.98,1.01
Kepler-783,1,13.916,13.938,5521,0.93,0.89
Kepler-784,1,13.29,13.263,5674,1,1.32
Kepler-785,1,15.715,15.762,4739,0.77,0.71
Kepler-786,1,14.887,14.946,4838,0.81,0.74
Kepler-787,1,15.854,15.861,4248,0.65,0.62
Kepler-788,1,15.291,15.26,6159,1.16,1.23
Kepler-789,1,14.507,14.509,5870,1.01,1.02
Kepler-790,1,15.187,15.195,5208,0.84,0.8
Kepler-791,1,14.377,14.369,6383,1.3,1.47
Kepler-792,1,14.981,14.976,5971,1.09,1.12
Kepler-793,1,14.621,14.601,5745,0.98,0.97
Kepler-794,1,13.459,13.442,5839,1.19,1.38
Kepler-795,1,13.331,13.311,5631,0.94,0.96
Kepler-796,1,12.988,12.987,5475,0.93,1.09
Kepler-797,1,14.556,14.542,5680,0.96,0.95
Kepler-798,1,14.2,14.165,6224,1.19,1.29
Kepler-799,1,15.12,,5681,0.95,0.93
Kepler-8,1,13.9,13.53,6213,1.21,1.49
Kepler-800,1,15.762,15.748,5315,0.85,0.82
Kepler-801,1,15.314,15.276,4435,0.67,0.63
Kepler-802,1,14.862,14.811,5507,0.93,0.9
Kepler-803,1,13.672,13.63,5919,1.05,1.12
Kepler-805,1,12.547,12.505,6112,1.19,1.65
Kepler-806,1,11.731,11.591,5770,0.99,1.16
Kepler-807,1,15.128,15.069,5965,1.04,1.06
Kepler-808,1,14.285,14.354,4653,0.76,0.71
Kepler-809,1,14.755,14.68,5734,0.99,0.98
Kepler-810,1,15.803,15.761,5803,1.03,1.04
Kepler-811,1,13.971,13.958,5747,1.01,1.24
Kepler-812,1,13.832,13.749,6761,1.45,1.71
Kepler-813,1,14.569,14.535,5743,0.95,0.93
Kepler-814,1,14.706,14.666,6162,1.15,1.22
Kepler-815,1,13.242,13.231,5028,1.25,3.42
Kepler-816,1,15.95,15.936,5286,0.9,0.85
Kepler-817,1,15.572,15.597,5861,1.03,1.03
Kepler-818,1,15.062,15.057,5638,0.94,0.92
Kepler-819,1,15.03,15.066,5279,0.86,0.81
Kepler-820,1,13.968,13.944,6260,1.23,1.36
Kepler-821,1,14.829,14.818,5191,0.84,0.8
Kepler-822,1,14.609,14.597,5928,1.06,1.08
Kepler-823,1,14.801,14.762,5643,0.98,0.96
Kepler-824,1,14.946,14.883,6035,1.15,1.22
Kepler-826,1,13.446,13.412,6079,1.05,1.15
Kepler-827,1,15.897,15.862,5602,0.93,0.91
Kepler-828,1,15.055,15.044,5039,0.81,0.77
Kepler-829,1,14.931,14.921,5698,0.98,0.97
Kepler-830,1,14.788,14.789,6037,1.07,1.11
Kepler-831,1,13.687,13.631,5732,0.99,0.97
Kepler-832,1,15.906,15.859,5596,0.92,0.9
Kepler-833,1,15.473,15.469,4339,0.64,0.62
Kepler-834,1,15.931,15.928,4554,0.7,0.66
Kepler-835,1,15.965,15.89,5954,1.08,1.11
Kepler-836,1,14.63,14.587,5895,1.03,1.04
Kepler-837,1,15.198,15.229,5403,0.85,0.81
Kepler-838,1,15.3,15.23,5770,0.98,0.96
Kepler-839,1,13.601,13.563,6058,1.22,1.31
Kepler-840,1,14.152,14.129,5920,1.04,1.06
Kepler-841,1,15.74,15.744,5324,0.85,0.81
Kepler-842,1,15.127,15.13,4848,0.78,0.73
Kepler-843,1,15.269,15.248,5830,1.02,1.03
Kepler-844,1,15.84,15.796,4128,0.59,0.57
Kepler-845,1,14.631,14.639,4913,0.79,0.75
Kepler-846,1,15.65,15.604,5579,0.94,0.91
Kepler-847,1,14.782,14.78,4940,0.83,0.77
Kepler-848,1,14.056,14.011,5695,1.01,1.2
Kepler-849,1,12.849,12.836,6059,1.23,1.64
Kepler-850,1,15.451,15.427,5932,1.06,1.09
Kepler-851,1,15.135,15.108,5455,0.89,0.85
Kepler-852,1,13.949,13.907,6100,1.19,1.16
Kepler-853,1,12.32,12.248,6350,1.3,1.55
Kepler-854,1,13.48,13.504,6179,1.17,1.27
Kepler-855,1,15.014,15.019,5835,1.03,1.03
Kepler-856,1,15.57,15.557,5535,0.96,0.93
Kepler-857,1,15.061,15.064,5773,0.99,0.99
Kepler-858,1,12.45,12.411,5653,0.96,0.91
Kepler-859,1,15.887,15.88,5020,0.81,0.77
Kepler-860,1,15.455,15.403,5836,1.04,1.06
Kepler-861,1,15.623,15.596,5047,0.82,0.78
Kepler-862,1,15.297,15.303,5333,0.88,0.84
Kepler-863,1,15.43,15.446,5678,0.96,0.95
Kepler-864,1,15.776,15.782,5754,1,1
Kepler-865,1,14.48,14.504,5570,0.93,0.92
Kepler-866,1,15.835,15.797,4751,0.75,0.71
Kepler-867,1,14.827,14.885,5541,0.92,0.91
Kepler-868,1,15.695,15.618,5614,0.93,0.89
Kepler-869,1,14.982,14.969,5664,0.97,0.95
Kepler-870,1,15.259,15.222,5857,1.01,1.02
Kepler-871,1,15.689,15.642,5993,1.11,1.14
Kepler-872,1,15.106,15.071,5902,1.05,1.08
Kepler-873,1,14.829,14.795,6163,1.18,1.27
Kepler-874,1,14.683,14.694,6020,1.09,1.13
Kepler-875,1,15.219,15.21,5958,1.06,1.11
Kepler-876,1,15.369,15.33,5060,0.81,0.77
Kepler-877,1,14.516,14.523,5261,0.85,0.81
Kepler-878,1,14.817,14.79,5044,0.81,0.77
Kepler-879,1,14.264,14.238,5792,1.02,1.02
Kepler-880,1,12.082,11.964,6761,1.46,1.74
Kepler-881,1,15.216,15.177,5961,1.06,1.09
Kepler-882,1,14.083,14.077,5476,0.9,0.87
Kepler-883,1,13.029,13.007,6116,1.06,1.09
Kepler-884,1,13.069,13.047,5715,1,0.94
Kepler-885,1,12.841,12.788,6187,1.21,1.35
Kepler-886,1,13.939,13.894,6098,1.1,1.16
Kepler-888,1,13.046,12.981,5875,0.97,0.9
Kepler-889,1,12.71,12.68,5961,1.14,1.25
Kepler-890,1,15.182,15.136,5954,1.09,1.13
Kepler-891,1,15.287,15.273,5887,1.06,1.07
Kepler-892,1,15.587,15.59,4747,0.75,0.72
Kepler-893,1,15.182,15.174,5820,1,0.99
Kepler-894,1,15.439,15.406,5603,0.87,0.85
Kepler-895,1,15.988,15.98,4315,0.65,0.61
Kepler-896,1,15.481,15.431,5262,0.84,0.81
Kepler-897,1,15.068,15.079,5839,1.03,1.04
Kepler-898,1,15.961,15.939,4223,0.65,0.62
Kepler-899,1,15.401,15.382,5595,0.93,0.91
Kepler-900,1,14.94,14.945,4836,0.78,0.73
Kepler-901,1,14.699,14.68,4184,0.59,0.57
Kepler-902,1,14.904,14.858,5647,0.95,0.93
Kepler-904,1,14.429,14.392,6160,1.16,1.25
Kepler-905,1,13.984,13.95,5461,0.95,0.86
Kepler-906,1,13.956,13.918,6035,1.06,1.02
Kepler-907,1,11.049,11.462,6106,1.08,1.38
Kepler-908,1,11.524,11.465,5973,1.11,1.12
Kepler-909,1,11.538,11.51,6154,1.17,1.23
Kepler-91,1,12.495,12.476,4550,1.31,6.3
Kepler-910,1,11.6,11.529,6230,1.26,1.5
Kepler-911,1,11.855,11.829,6112,1.34,1.99
Kepler-912,1,15.341,15.326,5998,1.07,1.11
Kepler-913,1,15.767,15.739,4687,0.63,0.61
Kepler-914,1,13.574,13.548,5877,1.1,1.15
Kepler-915,1,13.298,13.241,6173,1.21,1.38
Kepler-916,1,15.2,15.175,5248,0.85,0.81
Kepler-917,1,15.759,15.853,5418,0.8,0.76
Kepler-918,1,14.971,14.955,6028,1.11,1.14
Kepler-919,1,14.681,14.678,6113,1.15,1.21
Kepler-921,1,14.739,14.705,5663,0.93,0.91
Kepler-922,1,13.757,13.745,5671,0.95,0.93
Kepler-923,1,14.042,14.012,5988,1.11,1.26
Kepler-924,1,14.171,14.137,6167,1.14,1.23
Kepler-925,1,15.81,15.816,4673,0.77,0.72
Kepler-926,1,14.279,14.259,5806,1.01,1.01
Kepler-927,1,14.63,14.601,5743,0.99,0.99
Kepler-928,1,15.32,15.323,4700,0.73,0.7
Kepler-929,1,14.542,14.504,5869,1.01,1.02
Kepler-930,1,13.781,13.763,6335,1.25,1.4
Kepler-931,1,14.471,14.488,5241,0.86,0.81
Kepler-932,1,14.131,14.136,5331,0.87,0.84
Kepler-933,1,15.469,15.438,5346,0.87,0.84
Kepler-934,1,15.061,15.034,5001,0.81,0.77
Kepler-935,1,14.925,14.9,4830,0.78,0.73
Kepler-936,1,14.581,14.789,5482,0.92,0.89
Kepler-938,1,15.004,,5533,0.92,0.89
Kepler-939,1,15.534,15.52,5471,0.88,0.85
Kepler-940,1,15.517,15.497,5769,0.97,0.96
Kepler-941,1,15.601,15.572,5539,0.89,0.86
Kepler-942,1,13.054,13.066,4861,0.81,0.75
Kepler-943,1,15.64,15.639,5612,0.93,0.91
Kepler-944,1,15.737,15.711,5409,0.86,0.83
Kepler-945,1,15.898,15.86,5718,0.97,0.97
Kepler-946,1,14.941,14.923,5665,0.94,0.93
Kepler-947,1,15.789,15.752,5508,0.9,0.87
Kepler-948,1,14.8,14.786,5679,0.96,0.94
Kepler-949,1,14.548,14.508,5403,0.89,0.86
Kepler-95,1,12.346,12.304,5699,1.08,1.41
Kepler-950,1,15.7,15.681,5857,1.02,1.02
Kepler-951,1,14.521,14.491,4834,0.77,0.73
Kepler-952,1,15.254,15.188,5730,1,0.99
Kepler-954,1,12.971,12.943,4990,0.82,0.76
Kepler-955,1,14.625,14.627,5350,0.89,0.84
Kepler-956,1,13.345,13.289,6040,1.1,1.15
Kepler-957,1,15.625,15.691,4963,0.81,0.75
Kepler-958,1,13.766,13.73,5421,0.91,0.86
Kepler-959,1,12.538,12.466,7005,1.6,2.01
Kepler-96,1,10.297,10.297,5690,1,1.02
Kepler-960,1,13.884,13.841,4755,0.77,0.72
Kepler-961,1,14.101,14.043,5582,0.96,0.9
Kepler-962,1,13.576,13.558,5478,0.93,0.86
Kepler-963,1,14.943,14.912,5461,0.91,0.87
Kepler-964,1,13.895,13.903,5427,0.93,0.84
Kepler-965,1,13.35,13.333,5886,1.05,1.15
Kepler-966,1,14.422,14.444,5840,1.02,1.02
Kepler-970,1,14.786,14.806,4511,0.7,0.67
Kepler-971,1,13.237,13.218,5431,0.88,0.85
Kepler-972,1,14.915,14.892,6146,1.15,1.22
Kepler-973,1,13.218,13.234,5213,0.86,0.78
Kepler-974,1,14.404,14.413,3687,0.52,0.5
Kepler-975,1,14.438,14.452,4897,0.8,0.75
Kepler-976,1,15.795,15.803,5232,0.87,0.83
Kepler-977,1,14.812,14.823,5315,0.87,0.83
Kepler-978,1,13.429,13.374,6002,1.07,1.09
Kepler-979,1,14.624,14.625,5310,0.87,0.83
Kepler-98,1,12.899,12.869,5539,0.99,1.11
Kepler-980,1,14.138,14.112,5935,1.05,1.06
Kepler-981,1,14.769,14.704,5718,0.98,0.96
Kepler-982,1,13.205,12.987,6139,1.16,1.29
Kepler-983,1,13.43,13.986,6052,1.13,1.08
Kepler-984,1,13.534,13.468,5610,0.96,0.93
Kepler-985,1,14.767,14.717,5434,0.91,0.85
Kepler-986,1,13.668,13.642,5642,0.96,0.98
Kepler-987,1,14.986,14.979,5637,0.97,0.91
Kepler-988,1,15.22,15.213,4005,0.55,0.53
Kepler-989,1,14.425,14.408,5074,0.82,0.78
Kepler-99,1,12.97,12.962,4782,0.79,0.73
Kepler-991,1,15.187,15.148,4392,0.64,0.61
Kepler-992,1,13.389,13.39,4944,0.8,0.74
Kepler-993,1,15.967,15.924,3843,0.57,0.54
Kepler-994,1,14.44,14.465,3934,0.56,0.54
Kepler-995,1,14.907,14.881,5206,0.83,0.8
Kepler-996,1,14.668,14.639,6014,1.09,1.14
Kepler-997,1,11.894,11.848,6150,1.22,1.56
Kepler-998,1,14.377,14.341,6058,1.12,1.18
Kepler-999,1,12.239,12.234,6237,1.29,1.65
L 168-9,1,11.014,10.232,3800,0.62,0.6
LHS 1815,1,12.15,11.236,3643,0.5,0.5
LHS 3844,1,15.26,13.393,3036,0.15,0.19
LSPM J2116+0234,1,,10.86,3475,0.43,0.43
LTT 1445 A,1,11.22,10.047,3337,0.26,0.28
Lupus-TR-3,1,,18.765,5000,0.87,0.82
MASCARA-1,1,8.273,8.242,7554,1.72,2.1
MASCARA-4,1,8.19,8.174,7800,1.75,1.92
MOA-2007-BLG-192L,1,,,,0.06,
MOA-2007-BLG-400L,1,,,,0.3,
MOA-2008-BLG-310L,1,,,,0.21,
MOA-2008-BLG-379L,1,,,,0.56,
MOA-2009-BLG-266L,1,,,,0.56,
MOA-2009-BLG-319L,1,,,,0.38,
MOA-2009-BLG-387L,1,,,,0.19,
MOA-2010-BLG-073L,1,,,,0.16,
MOA-2010-BLG-117L,1,,,,0.58,
MOA-2010-BLG-328L,1,,,,0.11,
MOA-2010-BLG-353L,1,,,,0.18,
MOA-2010-BLG-477L,1,,,5950,0.67,
MOA-2011-BLG-028L,1,,,,0.75,
MOA-2011-BLG-262L,1,,,,0.12,
MOA-2011-BLG-291L,1,,,,0.15,
MOA-2011-BLG-293L,1,,,,0.86,
MOA-2011-BLG-322L,1,,,,0.39,
MOA-2012-BLG-006L,1,,,,0.49,
MOA-2012-BLG-505L,1,,,,0.1,
MOA-2013-BLG-605L,1,,,,0.03,
MOA-2015-BLG-337L,1,,,,0.01,
MOA-2016-BLG-227L,1,,,,0.29,
MOA-2016-BLG-319L,1,,,,0.15,
MOA-bin-1L,1,,,,0.75,
MOA-bin-29,1,,,,0.03,
MXB 1658-298,1,,,,1.98,
NGC 2682 Sand 364,1,9.8,9.404,4284,9.06,39.59
NGC 2682 Sand 978,1,9.71,9.253,4200,1.37,
NGC 2682 YBP 1194,1,14.6,14.467,5780,1.01,
NGC 2682 YBP 1514,1,14.77,14.62,5725,0.96,
NGC 2682 YBP 401,1,13.7,13.589,6165,1.14,
NGTS-1,1,15.524,14.866,3916,0.62,0.57
NGTS-10,1,14.34,14.26,4600,0.7,0.7
NGTS-2,1,10.961,10.86,6478,1.64,1.7
NGTS-3 A,1,14.642,14.488,5600,1.02,0.93
NGTS-4,1,,12.909,5143,0.75,0.84
NGTS-5,1,,13.526,4987,0.66,0.74
NGTS-6,1,14.087,13.818,4730,0.77,0.75
NGTS-8,1,13.68,13.495,5241,0.89,0.98
NGTS-9,1,12.8,12.655,6330,1.34,1.38
NSVS 14256825,1,,13.245,40000,0.42,0.19
OGLE-2003-BLG-235L,1,,,,0.63,
OGLE-2005-BLG-071L,1,,,,0.46,
OGLE-2005-BLG-169L,1,,,,0.69,
OGLE-2005-BLG-390L,1,,,,0.22,
OGLE-2007-BLG-349L A,1,,,,0.41,
OGLE-2007-BLG-368L,1,17.71,,,0.64,
OGLE-2008-BLG-092L,1,,,,0.71,
OGLE-2008-BLG-355L,1,,,,0.37,
OGLE-2011-BLG-0173L,1,,,,0.41,
OGLE-2011-BLG-0251L,1,,,,0.26,
OGLE-2011-BLG-0265L,1,,,,0.21,
OGLE-2012-BLG-0358L,1,,,,0.02,
OGLE-2012-BLG-0406L,1,,,,0.44,
OGLE-2012-BLG-0563L,1,,,,0.34,
OGLE-2012-BLG-0724L,1,,,,0.29,
OGLE-2012-BLG-0950L,1,,,,0.56,
OGLE-2013-BLG-0102L,1,,,,0.1,
OGLE-2013-BLG-0132L,1,,,,0.54,
OGLE-2013-BLG-0341L B,1,,,,0.15,
OGLE-2013-BLG-0911L,1,,,,0.29,
OGLE-2013-BLG-1721L,1,,,,0.46,
OGLE-2013-BLG-1761L,1,,,,0.33,
OGLE-2014-BLG-0124L,1,,,,0.71,
OGLE-2014-BLG-0676L,1,,,,0.62,
OGLE-2014-BLG-1760L,1,,,,0.51,
